

; SN EB2009_3000_06A1346 StartLat 66.62060547 StartLon -162.90525818 Time 06/26/2009 00:00:06.92 PTT 74627

Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
EB2009_3000_06A1346,26-Jun-2009,00:00:10,36,-3.000000,70,,0,9,66.62060547,-162.90525818,00:00:06.92 26-Jun-2009,GPS,66.62060547,-162.90525818,,,10.0,-0.1,,,,14,28,1233,,,,8,9261,,,,3,4174,,,,19,388,,,,15,14452,,,,6,3253,,,,10,3971,,,,7,14769,,,,21,13341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3000_06A1346,26-Jun-2009,08:09:34,19,-3.000000,71,,0,9,66.59879303,-162.85214233,08:09:31.28 26-Jun-2009,GPS,66.59879303,-162.85214233,,1,11.6,0.3,,,,14,24,10113,,,,29,12442,,,,30,11270,,,,21,15308,,,,31,8858,,,,23,5580,,,,1,14937,,,,13,594,,,,10,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3000_06A1346,26-Jun-2009,14:14:10,22,-3.000000,,,0,10,66.60575104,-162.83665466,03:01:56 26-Jun-2009,K,66.63506317,-163.02297974,,6,181.9,-0.7,,,,14,19,14168,,,,3,2938,,,,22,5867,,,,14,6449,,,,11,5650,,,,26,2699,,,,28,12673,,,,6,13098,,,,27,2601,,,,9,4455,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3000_06A1346,26-Jun-2009,20:14:26,28,-3.000000,73,,0,9,66.65350342,-163.06948853,20:14:23.44 26-Jun-2009,GPS,66.65350342,-163.06948853,,1,15.9,0.4,,,,14,23,16146,,,,25,2513,,,,2,7890,,,,7,3588,,,,4,8928,,,,29,14422,,,,13,2105,,,,8,4388,,,,10,8412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3000_06A1346,30-Jun-2009,00:00:54,26,-3.000000,,,0,10,67.55286407,-164.32250977,00:00:52.22 30-Jun-2009,GPS,67.55286407,-164.32250977,,,20.0,1.2,,,,14,15,14044,,,,18,2277,,,,21,13859,,,,7,7120,,,,3,13685,,,,28,14252,,,,8,3018,,,,10,10288,,,,19,13538,,,,6,13844,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3000_06A1346,30-Jun-2009,06:01:17,17,-3.000000,75,1,0,8,67.78075409,-164.79898071,06:01:14.25 30-Jun-2009,GPS,67.78075409,-164.79898071,,1,12.8,0.3,,,,14,2,2612,,,,1,1276,,,,29,3155,,,,31,4369,,,,30,14836,,,,12,7851,,,,23,6010,,,,4,11098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3000_06A1346,30-Jun-2009,12:06:39,20,-3.000000,76,1,0,8,67.97249603,-165.27760315,12:06:36.31 30-Jun-2009,GPS,67.97249603,-165.27760315,,,22.2,0.3,,,,14,22,8118,,,,26,8160,,,,21,13849,,,,19,2015,,,,3,8505,,,,6,6884,,,,15,12842,,,,18,10197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3000_06A1346,30-Jun-2009,18:12:19,18,-3.000000,77,,0,9,68.07942963,-165.98925781,18:12:16.87 30-Jun-2009,GPS,68.07942963,-165.98925781,,2,11.6,0.9,,,,14,31,2679,,,,30,989,,,,20,4722,,,,23,5884,,,,13,7137,,,,2,15,,,,25,10063,,,,1,10320,,,,4,8672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3000_06A1346,04-Jul-2009,00:00:11,15,-2.000000,78,,0,9,69.27205658,-164.79147339,00:00:10.05 04-Jul-2009,GPS,69.27205658,-164.79147339,,,17.2,1.1,,,,14,15,2226,,,,28,3998,,,,18,15151,,,,26,5946,,,,19,10286,,,,21,10430,,,,10,12672,,,,27,14453,,,,8,10892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3000_06A1346,04-Jul-2009,06:01:03,17,-2.000000,79,1,0,5,69.27205658,-164.79145813,00:00:10.05 04-Jul-2009,GPS,69.26056671,-164.74612427,,1,0.3,0.7,,,,14,12,3943,,,,2,1849,,,,30,12363,,,,1,1726,,,,31,11866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3000_06A1346,04-Jul-2009,12:01:06,17,-2.000000,,,0,10,69.27391815,-164.74539185,12:01:04.68 04-Jul-2009,GPS,69.27391815,-164.74539185,,,23.7,0.7,,,,14,18,10116,,,,15,12114,,,,3,12635,,,,6,8460,,,,19,9354,,,,22,1904,,,,27,11466,,,,28,10475,,,,21,12585,,,,8,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3000_06A1346,04-Jul-2009,18:02:17,12,-2.000000,81,1,0,8,69.26092529,-164.75759888,18:02:14.75 04-Jul-2009,GPS,69.26092529,-164.75759888,,1,9.9,-0.2,,,,14,23,3803,,,,4,4256,,,,13,10648,,,,31,14477,,,,20,4636,,,,25,15677,,,,30,12502,,,,1,7189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3000_06A1346,08-Jul-2009,00:00:11,27,-1.000000,82,1,0,4,69.26052856,-164.67004395,06:03:21.47 08-Jul-2009,GPS,69.23793030,-164.87280273,,,0.2,-0.2,,,,14,8,5568,,,,19,16145,,,,28,719,,,,17,11236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3000_06A1346,08-Jul-2009,06:03:22,18,-1.000000,83,1,0,7,69.26052856,-164.67004395,06:03:21.47 08-Jul-2009,GPS,69.26052856,-164.67004395,,1,11.4,0.5,,,,14,30,7079,,,,1,455,,,,29,13898,,,,31,15156,,,,2,13357,,,,23,9385,,,,4,5071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3000_06A1346,08-Jul-2009,12:09:43,20,-1.000000,,,0,10,69.27177429,-164.59387207,12:09:42.97 08-Jul-2009,GPS,69.27177429,-164.59387207,,,18.5,1.0,,,,14,19,12625,,,,3,11564,,,,11,12056,,,,6,4392,,,,28,4833,,,,22,618,,,,27,2633,,,,26,6347,,,,18,8266,,,,15,11423,,,,,,,,,,,,,,,,,,,,,,,,,,,
