

; SN EB2009_3002_06A1357 StartLat 56.16809082 StartLon 140.27940369 Time 06/26/2009 05:34:32 PTT 74630

Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
EB2009_3002_06A1357,26-Jun-2009,05:31:28,34,-21.000000,69,,0,9,56.16809082,140.27940369,05:34:32 26-Jun-2009,L,57.06823349,143.40113831,,5,0.4,23.8,,,,14,4,5810,,,,20,10219,,,,31,8410,,,,12,9646,,,,2,5539,,,,1,15579,,,,30,15877,,,,14,13120,,,,9,2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3002_06A1357,26-Jun-2009,11:32:00,17,-21.000000,,,0,10,56.16809082,140.27940369,05:34:32 26-Jun-2009,L,,,,7,,,,,,14,22,2771,,,,26,10419,,,,18,1823,,,,16,7915,,,,21,8282,,,,6,5483,,,,15,9760,,,,8,299,,,,3,3035,,,,19,524,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3002_06A1357,26-Jun-2009,17:35:37,19,-21.000000,71,,0,9,56.16809082,140.27940369,05:34:32 26-Jun-2009,L,54.95727158,141.54443359,,5,4452.0,-27.3,,,,14,31,6857,,,,23,15868,,,,20,9435,,,,11,7586,,,,17,10960,,,,4,3093,,,,30,5409,,,,1,7430,,,,12,12659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3002_06A1357,26-Jun-2009,23:36:17,22,-22.000000,72,1,0,8,56.16809082,140.27940369,05:34:32 26-Jun-2009,L,55.68461227,141.73120117,,4,0.8,20.6,,,,14,15,7829,,,,24,860,,,,28,9473,,,,27,9594,,,,10,15393,,,,7,9681,,,,8,11127,,,,3,15539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3002_06A1357,30-Jun-2009,00:01:47,16,-24.000000,73,1,0,6,66.63899994,-163.27655029,00:01:23.81 30-Jun-2009,GPS,66.63899994,-163.27655029,,,6.4,0.8,,,,14,28,15907,,,,8,2136,,,,15,11765,,,,10,11166,,,,18,11983,,,,19,7975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3002_06A1357,30-Jun-2009,06:02:00,11,-24.000000,74,1,0,6,66.71881104,-163.15109253,06:01:37.15 30-Jun-2009,GPS,66.71881104,-163.15109253,,1,7.7,1.1,,,,14,2,13590,,,,12,3640,,,,30,8630,,,,29,14580,,,,1,11241,,,,4,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3002_06A1357,30-Jun-2009,12:02:00,16,-24.000000,75,1,0,4,66.72773743,-163.17625427,05:23:58 30-Jun-2009,M,66.67613983,-163.13893127,,,0.4,0.7,,,,14,19,14274,,,,18,16073,,,,8,442,,,,3,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3002_06A1357,30-Jun-2009,18:02:00,13,-24.000000,76,1,0,6,66.71253204,-163.14108276,18:01:35.55 30-Jun-2009,GPS,66.71253204,-163.14108276,,,17.1,-0.5,,,,14,13,3334,,,,2,1838,,,,4,15173,,,,31,13708,,,,17,5830,,,,12,4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3002_06A1357,04-Jul-2009,00:01:01,4,-27.000000,77,1,0,8,68.62617493,-166.33251953,00:00:35.12 04-Jul-2009,GPS,68.62617493,-166.33251953,,,16.3,1.1,,,,14,19,14067,,,,15,13303,,,,18,7738,,,,22,9477,,,,27,11364,,,,28,12714,,,,8,123,,,,3,14190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EB2009_3002_06A1357,04-Jul-2009,06:01:31,6,-27.000000,78,,0,9,68.89024353,-166.24621582,06:01:03.88 04-Jul-2009,GPS,68.89024353,-166.24621582,,1,20.5,-0.1,,,,14,30,15649,,,,1,5042,,,,29,9685,,,,24,5618,,,,31,428,,,,2,2162,,,,12,5631,,,,23,4729,,,,4,5073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
